SEP = ,
MQ-2, MQ-3, MQ-4, MQ-5, MQ-6, MQ-7, MQ-8, MQ-9MQ2 to MQ9 - Calibracion,2019-05-31 17:20:55.022549,Calibracion sensores MQ
Note - Make sure you are in a clean room and the sensor has pre-heated almost 4 hours,2019-05-31 17:20:55.038174,Calibracion sensores MQ
Note - All values are in KOhms,2019-05-31 17:20:55.038174,Calibracion sensores MQ
Autonumeric, MQ2(R0), MQ3(R0), MQ4(R0), MQ5(R0), MQ6(R0), MQ7(R0),2019-05-31 17:20:55.038174,Calibracion sensores MQ
0,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:21:03.256660,Calibracion sensores MQ
1,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:21:11.592273,Calibracion sensores MQ
2,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:21:19.926773,Calibracion sensores MQ
3,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:21:28.260079,Calibracion sensores MQ
4,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:21:36.607643,Calibracion sensores MQ
5,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:21:44.949356,Calibracion sensores MQ
6,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:21:53.289139,Calibracion sensores MQ
7,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:22:01.624852,Calibracion sensores MQ
8,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:22:09.961816,Calibracion sensores MQ
9,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:22:18.294324,Calibracion sensores MQ
10,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:22:26.633266,Calibracion sensores MQ
11,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:22:34.975191,Calibracion sensores MQ
12,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:22:43.310318,Calibracion sensores MQ
13,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:22:51.644982,Calibracion sensores MQ
14,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:22:59.980804,Calibracion sensores MQ
15,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:23:08.321863,Calibracion sensores MQ
16,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:23:16.665568,Calibracion sensores MQ
17,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:23:24.999829,Calibracion sensores MQ
18,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:23:33.347758,Calibracion sensores MQ
19,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:23:41.682573,Calibracion sensores MQ
20,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:23:50.015450,Calibracion sensores MQ
21,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:23:58.349594,Calibracion sensores MQ
22,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:24:06.687872,Calibracion sensores MQ
23,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:24:15.035520,Calibracion sensores MQ
24,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:24:23.364401,Calibracion sensores MQ
25,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:24:31.714742,Calibracion sensores MQ
26,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:24:40.048017,Calibracion sensores MQ
27,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:24:48.387503,Calibracion sensores MQ
28,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:24:56.721162,Calibracion sensores MQ
29,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:25:05.056804,Calibracion sensores MQ
30,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:25:13.399317,Calibracion sensores MQ
31,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:25:21.734394,Calibracion sensores MQ
32,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:25:30.075901,Calibracion sensores MQ
33,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:25:38.417984,Calibracion sensores MQ
34,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:25:46.753045,Calibracion sensores MQ
35,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:25:55.089862,Calibracion sensores MQ
36,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:26:03.436257,Calibracion sensores MQ
37,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:26:11.772282,Calibracion sensores MQ
38,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:26:20.106967,Calibracion sensores MQ
39,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:26:28.447119,Calibracion sensores MQ
40,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:26:36.774781,Calibracion sensores MQ
41,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:26:45.126215,Calibracion sensores MQ
42,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:26:53.459420,Calibracion sensores MQ
43,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:27:01.801183,Calibracion sensores MQ
44,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:27:10.142767,Calibracion sensores MQ
45,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:27:18.469392,Calibracion sensores MQ
46,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:27:26.819607,Calibracion sensores MQ
47,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:27:35.145008,Calibracion sensores MQ
48,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:27:43.495596,Calibracion sensores MQ
49,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:27:51.831960,Calibracion sensores MQ
50,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:28:00.159688,Calibracion sensores MQ
51,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:28:08.499188,Calibracion sensores MQ
52,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:28:16.835434,Calibracion sensores MQ
53,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:28:25.176001,Calibracion sensores MQ
54,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:28:33.516791,Calibracion sensores MQ
55,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:28:41.860451,Calibracion sensores MQ
56,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:28:50.202598,Calibracion sensores MQ
57,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:28:58.535559,Calibracion sensores MQ
58,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:29:06.876426,Calibracion sensores MQ
59,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:29:15.204680,Calibracion sensores MQ
60,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:29:23.555177,Calibracion sensores MQ
61,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:29:31.880200,Calibracion sensores MQ
62,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:29:40.230802,Calibracion sensores MQ
63,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:29:48.555278,Calibracion sensores MQ
64,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:29:56.905936,Calibracion sensores MQ
65,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:30:05.233288,Calibracion sensores MQ
66,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:30:13.582965,Calibracion sensores MQ
67,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:30:21.908545,Calibracion sensores MQ
68,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:30:30.260640,Calibracion sensores MQ
69,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:30:38.593318,Calibracion sensores MQ
70,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:30:46.934712,Calibracion sensores MQ
71,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:30:55.266246,Calibracion sensores MQ
72,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:31:03.600602,Calibracion sensores MQ
73,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:31:11.947597,Calibracion sensores MQ
74,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:31:20.290701,Calibracion sensores MQ
75,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:31:28.633296,Calibracion sensores MQ
76,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:31:36.960390,Calibracion sensores MQ
77,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:31:45.301061,Calibracion sensores MQ
78,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:31:53.642376,Calibracion sensores MQ
79,19.80,inf,44.23,inf,9.23,3.36,1.32,9.61,2019-05-31 17:32:01.987244,Calibracion sensores MQ
